cardCode,name,descriptionRaw,rarityRef,regionRefs,cost,type,price
01SI043,Quý Tộc Xui Xẻo,Trăng Trối: Triệu hồi 1 lá Nhện Con.,Common,['ShadowIsles'],1,Bài quân,10
01SI009,Linh Hồn Say Xỉn,Hỗ Trợ: Ban +2|+0 và Cảm Tử cho đồng minh được ta hỗ trợ.,Common,['ShadowIsles'],2,Bài quân,10
01SI007,Cổ Vật Bị Ám,Triệu hồi 3 lá Linh Hồn Được Giải Phóng.,Common,['ShadowIsles'],2,Bài phép,10
01SI007T1,Linh Hồn Được Giải Phóng,,None,['ShadowIsles'],1,Bài quân,0
01SI056,Nhền Nhện Điên Cuồng,"Khi ta được triệu hồi, trao +1|+0 cho các đồng minh Nhện khác và -1|-0 cho tất cả kẻ địch trong vòng này.",Rare,['ShadowIsles'],3,Bài quân,30
01SI001,Phục Hận,Tiêu diệt 1 bài quân.,Common,['ShadowIsles'],6,Bài phép,10
01SI019,Đóng Hộp,Gây 3 sát thương lên mỗi kẻ địch được triệu hồi trong vòng này.,Rare,['ShadowIsles'],4,Bài phép,30
01SI011,Đồ Tể Tham Lam,"Để ta xuất trận, hy sinh 1 đồng minh.",Common,['ShadowIsles'],0,Bài quân,10
01SI014,Bóng Ma,"Khi ta được triệu hồi, ban +1|+0 cho các đồng minh Bóng Ma khác Ở Mọi Nơi.",Common,['ShadowIsles'],2,Bài quân,10
01SI022,Dấu Ấn Quần Đảo,Ban +2|+2 và Cảm Tử cho 1 đồng minh.,Common,['ShadowIsles'],1,Bài phép,10
01SI006,Chiếm Hữu,Chiếm hữu 1 tùy tùng của đối thủ trong vòng này. (Không thể sử dụng nếu đang sở hữu 6 đồng minh hoặc địa danh trên bàn đấu.),Rare,['ShadowIsles'],5,Bài phép,30
01SI033T1,Lưỡi Kiếm Của Ledros,"Gây sát thương lên Nhà Chính của đối thủ, khiến Máu của Nhà Chính còn một nửa, làm tròn xuống.",None,['ShadowIsles'],0,Kỹ năng,0
01SI028,Linh Hồn Tan Vỡ,Triệu hồi 1 bản sao Cảm Tử và 1|1 của 1 đồng minh.,Rare,['ShadowIsles'],3,Bài phép,30
01SI025,Bạo Tàn,Tiêu diệt 1 đồng minh để gây sát thương tương ứng Sức Mạnh của đồng minh đó lên 1 đối tượng bất kỳ.,Rare,['ShadowIsles'],7,Bài phép,30
01SI046,Tiếng Gọi Màn Sương,Hồi sinh 1 đồng minh bất kỳ đã hy sinh trong vòng này.,Common,['ShadowIsles'],3,Bài phép,10
01SI050,Bầy Đàn Thức Tỉnh,"Triệu hồi 3 lá Nhện Con, sau đó ban +1|+0 cho tất cả đồng minh Nhện. ",Rare,['ShadowIsles'],6,Bài phép,30
01SI016,Kẻ Gọi Hồn,Liên minh: Triệu hồi 1 lá Bóng Ma.,Rare,['ShadowIsles'],4,Bài quân,30
01SI021,Cá Mập Chiến Xa,"Trăng Trối: Khi đồng minh Cảm Tử tấn công, hồi sinh ta ở vị trí tấn công.",Rare,['ShadowIsles'],2,Bài quân,30
01SI032,Bóng Ma Cổ Ngữ,Xuất Trận: Hy sinh 1 đồng minh và hồi sinh ngay đồng minh đó.,Common,['ShadowIsles'],4,Bài quân,10
01SI058,Thiên Ma Xá Tội,Xuất Trận: Hy sinh 1 đồng minh để triệu hồi 1 tùy tùng ngẫu nhiên có +2 tiêu hao.,Rare,['ShadowIsles'],5,Bài quân,30
01SI054,Quyền Năng Bất Diệt,Hấp Thụ 3 máu từ 1 bài quân.,Common,['ShadowIsles'],5,Bài phép,10
01SI044,Mệnh Phụ Ma Quái,Xuất Trận: Chọn 1 đồng minh trên tay. Triệu hồi 1 bản sao y hệt của đồng minh đó. Bản sao có Cảm Tử.,Epic,['ShadowIsles'],8,Bài quân,120
01SI039,Nhền Nhện Ghê Rợn,,Common,['ShadowIsles'],2,Bài quân,10
01SI020,Hỏa Truyền Sư,"Khi ta được triệu hồi, hồi sinh 1 anh hùng đồng minh Mạnh Nhất đã hy sinh.",Rare,['ShadowIsles'],7,Bài quân,30
01SI029,Tiếng Khóc Héo Mòn,Gây 1 sát thương lên tất cả kẻ địch. Hồi 3 máu cho Nhà Chính.,Common,['ShadowIsles'],4,Bài phép,10
01SI004,Hiểm Họa Biển Sâu,,Common,['ShadowIsles'],3,Bài quân,10
01SI026,Con Mồi Của Cai Ngục,Trăng Trối: Tạo trên tay 1 tùy tùng Trăng Trối ngẫu nhiên có 3- tiêu hao khác.,Common,['ShadowIsles'],1,Bài quân,10
01SI040,Bữa Tiệc Ghê Tởm,Hấp Thụ 1 máu từ 1 bài quân để triệu hồi 1 lá Nhện Con.,Common,['ShadowIsles'],2,Bài phép,10
01SI015,Đại Suy Vong,Tiêu diệt TẤT CẢ bài quân.,Epic,['ShadowIsles'],9,Bài phép,120
01SI055,Tử Thần Thực Linh,,Rare,['ShadowIsles'],6,Bài quân,30
01SI047,Ký Ức Phai Nhạt,Chọn 1 tùy tùng. Tạo trên tay 1 bản sao Cảm Tử của tùy tùng đó.,Rare,['ShadowIsles'],0,Bài phép,30
02PZ001,Tàu Ngầm Bạch Mão,"Khi ta được triệu hồi, rút 1 lá bài.
Sau đó, nếu ngươi đã sử dụng ít nhất 10 lá bài mới trong trận đấu này, ban cho ta +4|+0. ",Epic,['PiltoverZaun'],5,Bài quân,120
02PZ010,Thanh Tra Lão Luyện,"Khi ta được triệu hồi, TẤT CẢ người chơi rút 1 lá bài.",Common,['PiltoverZaun'],2,Bài quân,10
02PZ006,Chạy Đâu Cho Thoát!,"Khi ta được bốc lên, ta được giảm 2 tiêu hao trong vòng này.
Gây 3 sát thương lên 1 bài quân.",Common,['PiltoverZaun'],4,Bài phép,10
02PZ004,Cú Đấm Bùng Nổ,"Trao +2|+0 cho 1 đồng minh trong vòng này.
Tạo trên tay 1 lá Cú Đấm Bùng Nổ Phù Du.",Rare,['PiltoverZaun'],3,Bài phép,30
02PZ007,Thanh Tra Sáng Suốt,"Khi ngươi sử dụng 1 lá bài 2 tiêu hao, rút 1 lá bài và ban Phù Du cho lá bài đó.",Rare,['PiltoverZaun'],4,Bài quân,30
02PZ002,Cơ Giới Trưởng Zevi,"Khi ngươi rút 1 lá bài, ban Phù Du cho lá bài đó và tạo trên tay 1 bản sao y hệt.",Epic,['PiltoverZaun'],6,Bài quân,120
02PZ008,Vi,"Khi ta ở trên bàn hoặc trên tay, ban cho ta +1|+0 nếu ngươi đánh ra 1 lá bài khác (tối đa +8|+0). ",Champion,['PiltoverZaun'],5,Bài quân,300
02PZ009,Dấu Vết Chứng Cứ,Tạo trên tay 1 lá bài 2 tiêu hao ngẫu nhiên thuộc khu vực đồng minh. Nó được giảm 2 tiêu hao trong vòng này.,Common,['PiltoverZaun'],2,Bài phép,10
02PZ003,Lên Đồ!,"Khi được rút lên, ta được giảm 2 tiêu hao trong vòng này.
Tăng chỉ số của 1 đồng minh lên thành 4|4.",Rare,['PiltoverZaun'],4,Bài phép,30
02PZ008T2,Vi,"Khi ta tấn công và Ra Đòn lên 1 bài quân, gây 5 sát thương lên Nhà Chính của đối thủ.",None,['PiltoverZaun'],5,Bài quân,0
02PZ008T1,Cú Đấm Bùng Nổ Của Vi,"Trao +2|+0 cho 1 đồng minh trong vòng này.
Tạo trên tay 1 lá Cú Đấm Bùng Nổ Phù Du.
Tạo 1 lá Vi trong bộ bài.",None,['PiltoverZaun'],3,Bài phép,0
02PZ005,Cảnh Binh Tuần Tra,"Khi ta được rút lên, giảm 1 tiêu hao của ta trong vòng này.",Common,['PiltoverZaun'],3,Bài quân,10
02BW040,Pháo Xung Chấn,,Common,['Bilgewater'],1,Bài quân,10
02BW057,Thủy Quái Rẽ Sóng,,Common,['Bilgewater'],5,Bài quân,10
02BW041,Quái Thú Đáy Sâu,,Common,['Bilgewater'],4,Bài quân,10
02BW013,Sát Thủ Đoạt Mệnh,,Common,['Bilgewater'],1,Bài quân,10
02BW034,Tượng Thần Đầu Khỉ,Bắt Đầu Vòng Đấu: Gây 2 sát thương lên ta và triệu hồi 1 lá Khỉ Đuôi Nổ.,Rare,['Bilgewater'],3,Bài quân,30
02BW034T1,Khỉ Đuôi Nổ,Trăng Trối: Gây 1 sát thương lên Nhà Chính của đối thủ.,None,['Bilgewater'],1,Bài quân,0
02BW056,Kẻ Hủy Diệt Của Biển Sâu,"Xuất Trận: Hủy Diệt 1 kẻ địch có ít Máu hơn ta.
",Epic,['Bilgewater'],6,Bài quân,120
02BW056T1,Nuốt Chửng,Hủy Diệt 1 kẻ địch có ít Máu hơn ta.,None,['Bilgewater'],0,Kỹ năng,0
02BW060,Hải Tặc Thiện Xạ,"Khi đồng minh tấn công, gây 1 sát thương lên Nhà Chính của đối thủ.",Common,['Bilgewater'],1,Bài quân,10
02BW011,Yordle Gian Xảo,Liên Minh: Đánh cắp 1 lá bài và tạo trên tay 1 lá Bắn Cảnh Cáo.,Rare,['Bilgewater'],4,Bài quân,30
02BW030,Thủy Quái Gom Xác Tàu,"Khi ta được triệu hồi, Quăng 2 lá bài và tạo 2 Kho Báu trong bộ bài.
",Epic,['Bilgewater'],7,Bài quân,120
02BW030T2,Đại Bác Hoàng Kim,"Nếu ta bị Quăng, rút lại ta.
Gây 5 sát thương lên TẤT CẢ bài quân.",None,['Bilgewater'],5,Bài phép,0
02BW030T1,Kho Báu Tìm Thấy,"Tạo trên tay 5 lá bài ngẫu nhiên. Những lá bài này có 0 tiêu hao và Phù Du.
Nếu ta bị Quăng, rút lại ta.",None,['Bilgewater'],5,Bài phép,0
02BW030T4,Thủy Quái Hoang Dại,,None,['Bilgewater'],5,Bài quân,0
02BW030T3,Trứng Thủy Quái,"Nếu ta bị Quăng, rút lại ta.
Triệu hồi 3 lá Thủy Quái Hoang Dại.",None,['Bilgewater'],5,Bài phép,0
02BW019,Quái Thú Bong Bóng,,Common,['Bilgewater'],3,Bài quân,10
02BW007,Kẻ Đánh Bạc Hăng Hái,"Để ta xuất trận, bỏ 2 lá bài.
Tấn Công: Rút 2 lá bài và ban Phù Du cho 2 lá bài đó.",Rare,['Bilgewater'],4,Bài quân,30
02BW014,Quái Yêu San Hô,"Khi ta được triệu hồi, tạo trên tay 1 bài phép 1 tiêu hao ngẫu nhiên thuộc khu vực đồng minh.",Rare,['Bilgewater'],2,Bài quân,30
02BW055,Đốc Công Tóc Dựng,Cưỡng Đoạt: Ban +1|+0 cho đồng minh 1 tiêu hao ở mọi nơi.,Epic,['Bilgewater'],2,Bài quân,120
02BW017,Người Giao Cam,"Cưỡng Đoạt: Hồi 3 máu cho đồng minh và Nhà chính, sau đó Tiến Công.
",Rare,['Bilgewater'],6,Bài quân,30
02BW038,Zap Sprayfin,"Khi ta được triệu hồi, rút 1 bài phép 3- tiêu hao từ bộ bài.",Epic,['Bilgewater'],4,Bài quân,120
02BW021,Thợ Săn Vảy Sắt,Xuất Trận: Ban Kích Động cho 1 kẻ đich.,Rare,['Bilgewater'],5,Bài quân,30
02BW035,Cảnh Sát Trưởng Lariette Rose,"Khi ta được triệu hồi, ban Kích Động cho tất cả kẻ địch.",Epic,['Bilgewater'],6,Bài quân,120
02BW058,Đồ Tể Gai Góc,Cưỡng Đoạt: Ban cho ta +1|+1.,Common,['Bilgewater'],1,Bài quân,10
02BW028,Cá Sấu Thủy Triều,Cưỡng Đoạt: Sử dụng Mưa Đại Bác 7 lần lên những kẻ địch được chỉ định ngẫu nhiên.,Epic,['Bilgewater'],8,Bài quân,120
02BW028T1,Mưa Đại Bác,"Gây 2 sát thương lên 1 bài quân.
Nếu bài quân đó hy sinh hoặc biến mất, thay vào đó, gây 1 sát thương lên Nhà Chính của đối thủ.",None,['Bilgewater'],0,Kỹ năng,0
02BW037,Huyền Nhãn,"Tấn Công Nhà Chính: Rút 1 lá bài.
",Rare,['Bilgewater'],5,Bài quân,30
02BW008,Thủy Thủ Nhỏ Mọn,Xuất Trận: Triệu hồi 1 lá Thùng Thuốc Súng hoặc 1 tùy tùng 1 tiêu hao ngẫu nhiên.,Rare,['Bilgewater'],3,Bài quân,30
02BW008T02,Thủy Thủ Nhỏ Mọn,Xuất Trận: Triệu hồi 1 tùy tùng 1 tiêu hao ngẫu nhiên.,None,['Bilgewater'],3,Bài quân,0
02BW008T01,Thủy Thủ Nhỏ Mọn,Xuất Trận: Triệu hồi 1 lá Thùng Thuốc Súng.,None,['Bilgewater'],3,Bài quân,0
02BW047,Quái Nhân Vét Cặn,"Khi ta được triệu hồi, Quăng 3 lá bài.",Common,['Bilgewater'],1,Bài quân,10
02BW004,Thủy Thủ Tàu Dreadway,"Khi ta được triệu hồi, triệu hồi 1 lá Thùng Thuốc Súng.",Common,['Bilgewater'],2,Bài quân,10
02BW002,Tàu Dreadway,"Khi ta được triệu hồi, rút Gangplank. 
Nhân đôi tất cả sát thương gây ra bởi các bài phép, Kỹ Năng và đồng minh của ngươi.",Epic,['Bilgewater'],8,Bài quân,120
02BW016,Robot Quay Thưởng,"Khi ta được triệu hồi hoặc khi Bắt Đầu Vòng Đấu: Ban cho ta +0|+1 với mỗi lá bài ngươi đã rút trong vòng trước, sau đó tráo đổi chỉ số của ta.
",Rare,['Bilgewater'],3,Bài quân,30
02BW027,Hạm Đội Săn Lùng,"Khi ta được triệu hồi, đối thủ triệu hồi 1 lá Kỳ Lân Biển Hoàng Kim.",Common,['Bilgewater'],4,Bài quân,10
02BW050,Nhạc Sĩ Móc Túi,Cưỡng Đoạt: Giảm 2 tiêu hao cho tất cả đồng minh trên tay và trong bộ bài.,Rare,['Bilgewater'],7,Bài quân,30
02BW015,Tàu Syren,"Khi ta được triệu hồi, rút Miss Fortune.
Khi ta ở vị trí tấn công, tất cả bài phép và Kỹ Năng của ngươi gây thêm 1 sát thương.",Epic,['Bilgewater'],7,Bài quân,120
02BW010,Poro Cưỡng đoạt,Cưỡng Đoạt: Ban cho ta 2 đặc điểm ngẫu nhiên.,Common,['Bilgewater'],1,Bài quân,10
02BW009,Siêu Lừa Bi-Da,"Khi ta được triệu hồi, rút 1 lá bài khi Bắt Đầu Vòng Đấu tiếp theo và ban Phù Du cho lá bài đó.",Common,['Bilgewater'],1,Bài quân,10
02BW005,Thợ Săn Tiền Thưởng,"Khi ta được triệu hồi, ban Kích Động cho kẻ địch Mạnh Nhất.",Common,['Bilgewater'],2,Bài quân,10
02BW039,Thợ Săn Quái Ngư,"Khi ta được triệu hồi, tạo trên tay 1 lá Quái Vật Biển ngẫu nhiên.",Rare,['Bilgewater'],3,Bài quân,30
02BW006,Ảo Thuật Gia Huyền Bí,Xuất Trận: Biến đổi 1 đồng minh thành 1 tùy tùng 5 tiêu hao ngẫu nhiên.,Rare,['Bilgewater'],4,Bài quân,30
02BW036,Kỳ Lân Biển Hoàng Kim,,Common,['Bilgewater'],2,Bài quân,10
02BW033,Thương Nhân Chợ Đen,"Khi rút 1 lá từ bộ bài của đối thủ, giảm 1 tiêu hao của lá bài đó.
Cưỡng Đoạt: Đánh Cắp 1 lá bài.",Rare,['Bilgewater'],2,Bài quân,30
02BW060T1,Thiện Xạ,Gây 1 sát thương lên Nhà Chính của đối thủ.,None,['Bilgewater'],0,Kỹ năng,0
02BW032,Gangplank,"Khi ta được triệu hồi, triệu hồi 1 lá Thùng Thuốc Súng.",Champion,['Bilgewater'],5,Bài quân,300
02BW032T2,Đàm Phán Của Gangplank,"Gây 1 sát thương lên 1 đối tượng bất kỳ.
Nếu sát thương này tiêu diệt đối tượng, gây 1 sát thương lên Nhà Chính của đối thủ.
Tạo 1 lá Gangplank trong bộ bài.",None,['Bilgewater'],1,Bài phép,0
02BW032T3,Gangplank,"Khi ta được triệu hồi hoặc Bắt Đầu Vòng Đấu: Triệu hồi 1 lá Thùng Thuốc Súng.
Tấn Công: Gây 1 sát thương lên tất cả kẻ địch và Nhà Chính của đối thủ.",None,['Bilgewater'],5,Bài quân,0
02BW032T1,Thùng Thuốc Súng,"Thùng Thuốc Súng có thể cộng dồn.
Tất cả bài phép và Kỹ Năng đồng minh gây thêm 1 sát thương.
Tiêu diệt ta khi bài phép hoặc kỹ năng đồng minh gây sát thương lên kẻ địch hoặc Nhà Chính của đối thủ.",None,['Bilgewater'],0,Bài quân,0
02BW032T4,Vụ Nổ Đạn Dược,Gây 1 sát thương lên tất cả kẻ địch và Nhà Chính của đối thủ.,None,['Bilgewater'],0,Kỹ năng,0
02BW022,Miss Fortune,"Khi đồng minh tấn công, gây 1 sát thương lên tất cả kẻ địch đang chiến đấu và Nhà Chính của đối thủ.",Champion,['Bilgewater'],3,Bài quân,300
02BW022T3,Mưa Đạn Của Miss Fortune,"Gây 1 sát thương lên 3 kẻ địch khác nhau được chỉ định ngẫu nhiên hoặc Nhà Chính của đối thủ.
Tạo 1 lá Miss Fortune trong bộ bài.",None,['Bilgewater'],2,Bài phép,0
02BW022T2,Miss Fortune,"Khi đồng minh tấn công, gây 1 sát thương lên tất cả kẻ địch đang chiến đấu và Nhà Chính của đối thủ 3 lần.",None,['Bilgewater'],3,Bài quân,0
02BW022T4,Bão Đạn,Gây 1 sát thương lên tất cả kẻ địch đang chiến đấu và Nhà Chính của đối thủ 3 lần.,None,['Bilgewater'],0,Kỹ năng,0
02BW022T1,Đánh Yêu,Gây 1 sát thương lên tất cả kẻ địch đang chiến đấu và Nhà Chính của đối thủ.,None,['Bilgewater'],0,Kỹ năng,0
02BW046,Fizz,"Khi ngươi sử dụng 1 bài phép, vô hiệu hóa mọi bài phép và Kỹ Năng của địch đang sử dụng lên ta và trao cho ta Huyền Ảo trong vòng này.",Champion,"['BandleCity', 'Bilgewater']",1,Bài quân,300
02BW046T3,Fizz,"Khi ngươi sử dụng 1 bài phép, vô hiệu hóa mọi bài phép và Kỹ Năng của địch đang sử dụng lên ta và trao cho ta Huyền Ảo trong vòng này.
Tấn Công Nhà Chính: Tạo trên tay 1 lá Thủy Quái.",None,"['BandleCity', 'Bilgewater']",1,Bài quân,0
02BW046T2,Nanh Dài,,None,['Bilgewater'],4,Bài quân,0
02BW046T1,Triệu Hồi Thủy Quái Của Fizz,"Loại bỏ 1 đồng minh đang tấn công khỏi giao tranh để Tiến Công.
Tạo 1 lá Fizz trong bộ bài.",None,['Bilgewater'],4,Bài phép,0
02BW026,Twisted Fate,Xuất Trận: Sử dụng 1 lá Định Mệnh.,Champion,['Bilgewater'],4,Bài quân,300
02BW026T5,Bài Vàng,Gây 2 sát thương và Làm Choáng kẻ địch Mạnh Nhất.,None,['Bilgewater'],0,Kỹ năng,0
02BW026T3,Twisted Fate,"Mỗi vòng đấu, ta sử dụng 1 lá Định Mệnh trong 3 lần đầu tiên ngươi sử dụng 1 lá bài.",None,['Bilgewater'],4,Bài quân,0
02BW026T1,Chọn Bài Của Twisted Fate,"Để xuất trận, đặt 1 lá bài từ trên tay vào bộ bài.
Rút 2 lá bài khi Bắt Đầu Vòng Đấu tiếp theo và ban Phù Du cho những lá bài đó.
Tạo 1 lá Twisted Fate trong bộ bài.",None,['Bilgewater'],2,Bài phép,0
02BW026T2,Bài Xanh,"Hồi lại 1 năng lượng bài phép.
Rút 1.",None,['Bilgewater'],0,Kỹ năng,0
02BW026T4,Bài Đỏ,Gây 1 sát thương lên tất cả kẻ địch và Nhà Chính của đối thủ.,None,['Bilgewater'],0,Kỹ năng,0
02BW053,Nautilus,,Champion,['Bilgewater'],7,Bài quân,300
02BW053T2,Thủy Triều Dữ Dội của Nautilus,"Làm Choáng 1 kẻ địch.
Đặt bài quân đó vào bộ bài của đối thủ nếu có 1 Nautilus đồng minh.
Tạo 1 lá Nautilus trong bộ bài của bạn.",None,['Bilgewater'],4,Bài phép,0
02BW053T1,Nautilus,Tất cả Quái Vật Biển đồng minh được giảm 4 tiêu hao.,None,['Bilgewater'],7,Bài quân,0
02BW061,Át Chủ Bài,"Khi ta được bốc lên, ta được giảm 1 tiêu hao trong vòng này.
Ban +2|+1 cho 1 đồng minh.",Common,['Bilgewater'],3,Bài phép,10
02BW024,Bộ Đôi Rắc Rối,Triệu hồi 2 tùy tùng 1 tiêu hao ngẫu nhiên.,Rare,['Bilgewater'],3,Bài phép,30
02BW003,Cánh Tay Cường Tráng,Cưỡng Đoạt: Thu Về 1 tùy tùng BẤT KỲ lên bài trên tay.,Rare,['Bilgewater'],6,Bài phép,30
02BW025,Thủy Quái,Ban Kích Động cho 1 kẻ địch và triệu hồi 1 lá Nanh Dài.,Common,['Bilgewater'],4,Bài phép,10
02BW012,Thêm Thuốc Nổ!,Triệu hồi 2 lá Thùng Thuốc Súng.,Common,['Bilgewater'],2,Bài phép,10
02BW018,Đàm Phán,"Gây 1 sát thương lên 1 đối tượng bất kỳ.
Nếu sát thương này tiêu diệt đối tượng, gây 1 sát thương lên Nhà Chính của đối thủ.",Common,['Bilgewater'],1,Bài phép,10
02BW048,Vượt Ngục,Triệu hồi 1 Tùy tùng 1 tiêu hao ngẫu nhiên.,Common,['Bilgewater'],1,Bài phép,10
02BW043,Chọn Bài,"Để xuất trận, đặt 1 lá bài từ trên tay vào bộ bài.
Rút 2 lá bài khi Bắt Đầu Vòng Đấu tiếp theo và ban Phù Du cho những lá bài đó.",Rare,['Bilgewater'],2,Bài phép,30
02BW051,Tung Tăng / Nhảy Múa,Loại bỏ 1 đồng minh đang tấn công khỏi giao tranh và Tiến Công.,Rare,['Bilgewater'],4,Bài phép,30
02BW054,Thủy Triều Dữ Dội,"Làm Choáng 1 kẻ địch.
Đặt bài quân đó vào bộ bài của đối thủ nếu có 1 Nautilus đồng minh.",Rare,['Bilgewater'],4,Bài phép,30
02BW042,Thôi Miên,"Trong vòng này, tăng Sức Mạnh và Máu của các bài quân đồng minh lên bằng với số bài phép khác ngươi đã sử dụng trong trận đấu. ",Epic,['Bilgewater'],7,Bài phép,120
02BW059,Bắn Xịt,"Quăng 3 lá bài.
Gây 7 sát thương lên 1 kẻ địch.",Rare,['Bilgewater'],7,Bài phép,30
02BW023,Biển Sâu Trỗi Dậy,"Giảm 1 tiêu hao cho tất cả Quái Vật Biển đồng minh Ở Mọi Nơi.
Rút 1 lá Quái Vật Biển.",Rare,['Bilgewater'],3,Bài phép,30
02BW031,Bắn Một Được Hai,"Gây 2 sát thương lên 1 kẻ địch.
Nếu sát thương này tiêu diệt kẻ địch, gây 4 sát thương lên Nhà Chính của đối thủ.",Rare,['Bilgewater'],5,Bài phép,30
02BW029,Nhật Ký Thuyền Viên,"Quăng 2 lá bài.
Rút 2 lá bài.",Common,['Bilgewater'],4,Bài phép,10
02BW049,Hàng Đánh Cắp,"Đánh Cắp 1 lá bài.
Cưỡng Đoạt: Đánh Cắp thêm 1 lá bài nữa.",Common,['Bilgewater'],3,Bài phép,10
02BW001,Cảnh Cáo,"Trao Kích Động cho 1 kẻ địch trong vòng này. Nếu kẻ địch đó bị tiêu diệt trong vòng này, rút 1 lá bài.",Common,['Bilgewater'],1,Bài phép,10
02BW063,Xảo Thuật,Cưỡng Đoạt: Rút 1 lá bài không phải là anh hùng từ tay đối thủ.,Rare,['Bilgewater'],3,Bài phép,30
02BW045,Mưa Đạn,Gây 1 sát thương lên 3 kẻ địch khác nhau được chỉ định ngẫu nhiên hoặc Nhà Chính của đối thủ.,Common,['Bilgewater'],2,Bài phép,10
02BW020,Bắn Cảnh Cáo,Gây 1 sát thương lên Nhà Chính của đối thủ.,Common,['Bilgewater'],0,Bài phép,10
02BW044,Vứt Bỏ,Quăng 4 lá bài.,Rare,['Bilgewater'],1,Bài phép,30
02BW062,Hoa Tiêu Quần Đảo,"Khi ta được triệu hồi, triệu hồi 1 tùy tùng 1 tiêu hao ngẫu nhiên và ban cho tùy tùng đó Trinh Sát.",Rare,['Bilgewater'],4,Bài quân,30
02FR009,Bạch Lang,Cưỡng Đoạt: Nhận 1 ngọc năng lượng rỗng.,Common,['Freljord'],4,Bài quân,10
02FR004,Phong Hàn,Trao Đóng Băng và Kích Động cho 1 kẻ địch trong vòng này.,Rare,['Freljord'],2,Bài phép,30
02FR002,Sejuani,"
Xuất Trận: Trao Đóng Băng và Kích Động cho 1 kẻ địch trong vòng này.",Champion,['Freljord'],6,Bài quân,300
02FR001,Đả Nữ Tro Tàn,Bắt Đầu Vòng Đấu: Gây 1 sát thương lên TẤT CẢ ĐỐI TƯỢNG.,Rare,['Freljord'],3,Bài quân,30
02FR005,Linh Hồn Ursine,Cưỡng Đoạt: Ta biến đổi thành Ursine Phong Vuốt.,Common,['Freljord'],5,Bài quân,10
02FR005T1,Ursine Phong Vuốt,Tất cả đồng minh 5+ Sức Mạnh khác nhận Áp Đảo.,None,['Freljord'],5,Bài quân,0
02FR010,Chiến Lợi Phẩm Của Chung,"Ban +1|+1 cho 3 đồng minh gần nhất trong bộ bài.
Cưỡng Đoạt: Rút 1 trong số 3 đồng minh đó.",Rare,['Freljord'],2,Bài phép,30
02FR008,Tàu Tuskraider,"Khi ta được triệu hồi, rút Sejuani.
Cưỡng Đoạt: Nhân đôi Sức Mạnh và Máu của tất cả đồng minh trong bộ bài.",Epic,['Freljord'],8,Bài quân,120
02FR002T1,Sejuani Cơn Thịnh Nộ Phương Bắc,"Trao +3|+4 cho 1 đồng minh trong vòng này.
Tạo 1 lá Sejuani trong bộ bài.",None,['Freljord'],4,Bài phép,0
02FR002T3,Sejuani,"Xuất Trận: Trao Đóng Băng và Kích Động cho 1 kẻ địch trong vòng này.
Mỗi vòng đấu, Đóng Băng tất cả kẻ địch trong lần đầu tiên gây sát thương lên Nhà Chính của đối thủ.",None,['Freljord'],6,Bài quân,0
02FR007,Cơn Thịnh Nộ Phương Bắc,Trao +3|+4 cho 1 đồng minh trong vòng này.,Common,['Freljord'],4,Bài phép,10
02FR006,Đạo Tặc Tàn Nhẫn,,Common,['Freljord'],2,Bài quân,10
02FR003,Poro Cực Quang,Tạo trên tay 2 lá Poro ngẫu nhiên và 2 lá Bánh Quy Poro.,Epic,['Freljord'],5,Bài phép,120
02NX001,Tàu Leviathan,"Khi ta được triệu hồi, rút Swain.
Bắt Đầu Vòng Đấu: Gây 1 sát thương lên Nhà Chính của đối thủ 2 lần.",Epic,['Noxus'],7,Bài quân,120
02NX007,Swain,Tấn Công Nhà Chính: Gây 3 sát thương lên Nhà Chính của đối thủ.,Champion,['Noxus'],5,Bài quân,300
02NX007T2,Swain,"Khi gây sát thương ngoài giao tranh lên Nhà Chính của đối thủ, Làm Choáng kẻ địch Mạnh Nhất ở hàng sau.
Tấn Công Nhà Chính: Gây 3 sát thương lên tất cả kẻ địch và Nhà Chính của đối thủ.",None,['Noxus'],5,Bài quân,0
02NX007T1,Bầy Quạ Tham Lam Của Swain,"Gây 4 sát thương lên 1 bài quân nếu bài quân đó đã bị thương hoặc Bị Choáng.
Tạo 1 lá Swain trong bộ bài.",None,['Noxus'],1,Bài phép,0
02NX006,Xe Công Thành,Bắt Đầu Vòng Đấu: Gây 1 sát thương lên Nhà Chính của đối thủ.,Rare,['Noxus'],4,Bài quân,30
02NX002,Quái Chiến Ngưu,Tấn Công: Làm Choáng tất cả kẻ địch đã bị thương.,Epic,['Noxus'],6,Bài quân,120
02NX009,Bầy Quạ Tham Lam,Gây 4 sát thương lên 1 bài quân nếu bài quân đó đã bị thương hoặc Bị Choáng.,Rare,['Noxus'],1,Bài phép,30
02NX004,Lính Bộc Phá Đế Chế,Xuất Trận: Gây 1 sát thương lên 1 đồng minh và gây 2 sát thương lên Nhà Chính của đối thủ.,Common,['Noxus'],2,Bài quân,10
02NX003,Ý Chí Noxus,Gây 3 sát thương lên 1 đồng minh và gây 3 sát thương lên 1 đối tượng bất kỳ.,Common,['Noxus'],3,Bài phép,10
02NX010,Thiết Giáp Đại Tượng,Kẻ địch có 4- Sức mạnh không thể gây sát thương lên ta.,Rare,['Noxus'],6,Bài quân,30
